seed,strategy,model,accuracy,f1_score
1415,base,GradientBoostingClassifier,0.9411764705882353,0.94213898743228
1415,base,DecisionTreeClassifier,0.9215686274509803,0.9203891803400677
1415,base,SVC,0.7450980392156863,0.7311415794387932
1415,random_selected_on,GradientBoostingClassifier,0.9607843137254902,0.9607843137254902
1415,random_selected_in,GradientBoostingClassifier,0.9411764705882353,0.94213898743228
1415,random_selected_drop,GradientBoostingClassifier,0.9215686274509803,0.9215686274509803
1415,random_selected_stretch,GradientBoostingClassifier,0.9411764705882353,0.9400000000000001
1415,random_selected_on,DecisionTreeClassifier,0.8627450980392157,0.8627450980392157
1415,random_selected_in,DecisionTreeClassifier,0.9215686274509803,0.9203891803400677
1415,random_selected_drop,DecisionTreeClassifier,0.9019607843137255,0.9011800849372007
1415,random_selected_stretch,DecisionTreeClassifier,0.8627450980392157,0.8607340372046255
1415,random_selected_on,SVC,0.6274509803921569,0.5187683871663356
1415,random_selected_in,SVC,0.7843137254901961,0.7737972381935231
1415,random_selected_drop,SVC,0.7843137254901961,0.7737972381935231
1415,random_selected_stretch,SVC,0.7843137254901961,0.7737972381935231
1415,proportional_selected_on,GradientBoostingClassifier,0.9215686274509803,0.9218300653594772
1415,proportional_selected_in,GradientBoostingClassifier,0.8823529411764706,0.8824700894850694
1415,proportional_selected_drop,GradientBoostingClassifier,0.9215686274509803,0.9215686274509803
1415,proportional_selected_stretch,GradientBoostingClassifier,0.9215686274509803,0.9203891803400677
1415,proportional_selected_on,DecisionTreeClassifier,0.9019607843137255,0.8996078431372548
1415,proportional_selected_in,DecisionTreeClassifier,0.9019607843137255,0.9011800849372007
1415,proportional_selected_drop,DecisionTreeClassifier,0.9019607843137255,0.9011800849372007
1415,proportional_selected_stretch,DecisionTreeClassifier,0.9215686274509803,0.9203891803400677
1415,proportional_selected_on,SVC,0.5686274509803921,0.45749299719887954
1415,proportional_selected_in,SVC,0.7647058823529411,0.749062443568132
1415,proportional_selected_drop,SVC,0.7647058823529411,0.749062443568132
1415,proportional_selected_stretch,SVC,0.7254901960784313,0.6950513538748834
1415,fewest_selected_on,GradientBoostingClassifier,0.9019607843137255,0.9011800849372007
1415,fewest_selected_in,GradientBoostingClassifier,0.9607843137254902,0.9607843137254902
1415,fewest_selected_drop,GradientBoostingClassifier,0.9411764705882353,0.9400729988965284
1415,fewest_selected_stretch,GradientBoostingClassifier,0.9215686274509803,0.9207683073229292
1415,fewest_selected_on,DecisionTreeClassifier,0.9019607843137255,0.8996078431372548
1415,fewest_selected_in,DecisionTreeClassifier,0.9019607843137255,0.9002267573696144
1415,fewest_selected_drop,DecisionTreeClassifier,0.9215686274509803,0.9215686274509803
1415,fewest_selected_stretch,DecisionTreeClassifier,0.9215686274509803,0.9215686274509803
1415,fewest_selected_on,SVC,0.49019607843137253,0.34215530409302036
1415,fewest_selected_in,SVC,0.8235294117647058,0.8197841374311963
1415,fewest_selected_drop,SVC,0.8235294117647058,0.8197841374311963
1415,fewest_selected_stretch,SVC,0.803921568627451,0.8041407867494823
1415,representative_selected_on,GradientBoostingClassifier,0.9215686274509803,0.9218300653594772
1415,representative_selected_in,GradientBoostingClassifier,0.9215686274509803,0.9215686274509803
1415,representative_selected_drop,GradientBoostingClassifier,0.9215686274509803,0.9215686274509803
1415,representative_selected_stretch,GradientBoostingClassifier,0.9411764705882353,0.9400729988965284
1415,representative_selected_on,DecisionTreeClassifier,0.8823529411764706,0.8810190742963853
1415,representative_selected_in,DecisionTreeClassifier,0.9019607843137255,0.901581894957072
1415,representative_selected_drop,DecisionTreeClassifier,0.8823529411764706,0.8824346714813247
1415,representative_selected_stretch,DecisionTreeClassifier,0.9019607843137255,0.901581894957072
1415,representative_selected_on,SVC,0.6666666666666666,0.5988586347719473
1415,representative_selected_in,SVC,0.7450980392156863,0.7311415794387932
1415,representative_selected_drop,SVC,0.7450980392156863,0.7311415794387932
1415,representative_selected_stretch,SVC,0.7254901960784313,0.7055547856323939
1415,balanced_on,GradientBoostingClassifier,0.9411764705882353,0.94213898743228
1415,balanced_on,DecisionTreeClassifier,0.9215686274509803,0.9203891803400677
1415,balanced_on,SVC,0.7450980392156863,0.7311415794387932
1415,balanced_in,GradientBoostingClassifier,0.9411764705882353,0.94213898743228
1415,balanced_in,DecisionTreeClassifier,0.9215686274509803,0.9203891803400677
1415,balanced_in,SVC,0.7450980392156863,0.7311415794387932
9265,base,GradientBoostingClassifier,0.9215686274509803,0.9220235408741502
9265,base,DecisionTreeClassifier,0.9411764705882353,0.9405300581771169
9265,base,SVC,0.6666666666666666,0.6464850415584027
9265,random_selected_on,GradientBoostingClassifier,0.9215686274509803,0.9220235408741502
9265,random_selected_in,GradientBoostingClassifier,0.9411764705882353,0.9412469164989099
9265,random_selected_drop,GradientBoostingClassifier,0.9411764705882353,0.9405300581771169
9265,random_selected_stretch,GradientBoostingClassifier,0.9215686274509803,0.9234360410830998
9265,random_selected_on,DecisionTreeClassifier,0.9019607843137255,0.9010543209326171
9265,random_selected_in,DecisionTreeClassifier,0.9411764705882353,0.9405424368836671
9265,random_selected_drop,DecisionTreeClassifier,0.8431372549019608,0.8460683478627541
9265,random_selected_stretch,DecisionTreeClassifier,0.9019607843137255,0.8986898337734575
9265,random_selected_on,SVC,0.6470588235294118,0.6013480392156864
9265,random_selected_in,SVC,0.6666666666666666,0.6464850415584027
9265,random_selected_drop,SVC,0.6666666666666666,0.6464850415584027
9265,random_selected_stretch,SVC,0.6470588235294118,0.6189090328785187
9265,proportional_selected_on,GradientBoostingClassifier,0.9411764705882353,0.9414151055959911
9265,proportional_selected_in,GradientBoostingClassifier,0.9215686274509803,0.9220235408741502
9265,proportional_selected_drop,GradientBoostingClassifier,0.9411764705882353,0.9405300581771169
9265,proportional_selected_stretch,GradientBoostingClassifier,0.9215686274509803,0.9234360410830998
9265,proportional_selected_on,DecisionTreeClassifier,0.8627450980392157,0.8616178976165462
9265,proportional_selected_in,DecisionTreeClassifier,0.9411764705882353,0.9412469164989099
9265,proportional_selected_drop,DecisionTreeClassifier,0.8235294117647058,0.8309272426919486
9265,proportional_selected_stretch,DecisionTreeClassifier,0.8823529411764706,0.8842203548085901
9265,proportional_selected_on,SVC,0.6078431372549019,0.5687293099057806
9265,proportional_selected_in,SVC,0.6666666666666666,0.6545377044098272
9265,proportional_selected_drop,SVC,0.6666666666666666,0.6545377044098272
9265,proportional_selected_stretch,SVC,0.6666666666666666,0.6545377044098272
9265,fewest_selected_on,GradientBoostingClassifier,0.9411764705882353,0.9414151055959911
9265,fewest_selected_in,GradientBoostingClassifier,0.9411764705882353,0.9399698340874811
9265,fewest_selected_drop,GradientBoostingClassifier,0.9215686274509803,0.9199080162569007
9265,fewest_selected_stretch,GradientBoostingClassifier,0.9607843137254902,0.9607335418694446
9265,fewest_selected_on,DecisionTreeClassifier,0.8431372549019608,0.8442684766214178
9265,fewest_selected_in,DecisionTreeClassifier,0.8823529411764706,0.8822598092945617
9265,fewest_selected_drop,DecisionTreeClassifier,0.803921568627451,0.8102112639927767
9265,fewest_selected_stretch,DecisionTreeClassifier,0.8627450980392157,0.8599078928904027
9265,fewest_selected_on,SVC,0.6274509803921569,0.5956305132775721
9265,fewest_selected_in,SVC,0.7450980392156863,0.7441261244480742
9265,fewest_selected_drop,SVC,0.7254901960784313,0.723096596498131
9265,fewest_selected_stretch,SVC,0.7450980392156863,0.7422953267695257
9265,representative_selected_on,GradientBoostingClassifier,0.9411764705882353,0.9414151055959911
9265,representative_selected_in,GradientBoostingClassifier,0.9607843137254902,0.9607335418694446
9265,representative_selected_drop,GradientBoostingClassifier,0.9411764705882353,0.9405300581771169
9265,representative_selected_stretch,GradientBoostingClassifier,0.9411764705882353,0.9405300581771169
9265,representative_selected_on,DecisionTreeClassifier,0.8235294117647058,0.8187462119350664
9265,representative_selected_in,DecisionTreeClassifier,0.9019607843137255,0.9020685197155787
9265,representative_selected_drop,DecisionTreeClassifier,0.9411764705882353,0.9405300581771169
9265,representative_selected_stretch,DecisionTreeClassifier,0.9019607843137255,0.9020685197155787
9265,representative_selected_on,SVC,0.6666666666666666,0.620292561469032
9265,representative_selected_in,SVC,0.6666666666666666,0.6464850415584027
9265,representative_selected_drop,SVC,0.6274509803921569,0.6025472112428634
9265,representative_selected_stretch,SVC,0.6078431372549019,0.5849775646935891
9265,balanced_on,GradientBoostingClassifier,0.9215686274509803,0.9220235408741502
9265,balanced_on,DecisionTreeClassifier,0.9411764705882353,0.9405300581771169
9265,balanced_on,SVC,0.6666666666666666,0.6464850415584027
9265,balanced_in,GradientBoostingClassifier,0.9215686274509803,0.9220235408741502
9265,balanced_in,DecisionTreeClassifier,0.9411764705882353,0.9405300581771169
9265,balanced_in,SVC,0.6666666666666666,0.6464850415584027
3589,base,GradientBoostingClassifier,0.9411764705882353,0.9416912017645035
3589,base,DecisionTreeClassifier,0.8235294117647058,0.8320454281419312
3589,base,SVC,0.6862745098039216,0.6628248587570621
3589,random_selected_on,GradientBoostingClassifier,0.9019607843137255,0.9002639517345399
3589,random_selected_in,GradientBoostingClassifier,0.9411764705882353,0.9407051282051281
3589,random_selected_drop,GradientBoostingClassifier,0.9411764705882353,0.9416912017645035
3589,random_selected_stretch,GradientBoostingClassifier,0.9019607843137255,0.9016462199853204
3589,random_selected_on,DecisionTreeClassifier,0.803921568627451,0.80620258713565
3589,random_selected_in,DecisionTreeClassifier,0.803921568627451,0.8045081916384518
3589,random_selected_drop,DecisionTreeClassifier,0.803921568627451,0.8061840120663649
3589,random_selected_stretch,DecisionTreeClassifier,0.803921568627451,0.8000548971871158
3589,random_selected_on,SVC,0.6666666666666666,0.6116408101702219
3589,random_selected_in,SVC,0.6862745098039216,0.6633986928104576
3589,random_selected_drop,SVC,0.6862745098039216,0.6633986928104576
3589,random_selected_stretch,SVC,0.6470588235294118,0.6275266597867216
3589,proportional_selected_on,GradientBoostingClassifier,0.9215686274509803,0.921024463069804
3589,proportional_selected_in,GradientBoostingClassifier,0.9215686274509803,0.9212540631225753
