14159,0.2,0.1,0.001,random,on,0.5330310573104906
14159,0.2,0.1,0.001,random,in,0.5330310573104906
14159,0.2,0.1,0.001,random,interpolate,0.5330310573104906
14159,0.2,0.1,0.001,fewest,on,0.5214070437245566
14159,0.2,0.1,0.001,fewest,in,0.5214070437245566
14159,0.2,0.1,0.001,fewest,interpolate,0.5214070437245566
14159,0.2,0.1,0.001,representative,on,0.4352532412415686
14159,0.2,0.1,0.001,representative,in,0.4352532412415686
14159,0.2,0.1,0.001,representative,interpolate,0.4352532412415686
14159,0.2,0.1,0.005,random,on,0.5585923936373431
14159,0.2,0.1,0.005,random,in,0.5585923936373431
14159,0.2,0.1,0.005,random,interpolate,0.5585923936373431
14159,0.2,0.1,0.005,fewest,on,0.5214070437245566
14159,0.2,0.1,0.005,fewest,in,0.5214070437245566
14159,0.2,0.1,0.005,fewest,interpolate,0.5214070437245566
14159,0.2,0.1,0.005,representative,on,0.4352532412415686
14159,0.2,0.1,0.005,representative,in,0.4352532412415686
14159,0.2,0.1,0.005,representative,interpolate,0.4352532412415686
14159,0.2,0.1,0.01,random,on,0.515503601956884
14159,0.2,0.1,0.01,random,in,0.515503601956884
14159,0.2,0.1,0.01,random,interpolate,0.515503601956884
14159,0.2,0.1,0.01,fewest,on,0.5214070437245566
14159,0.2,0.1,0.01,fewest,in,0.5214070437245566
14159,0.2,0.1,0.01,fewest,interpolate,0.5214070437245566
14159,0.2,0.1,0.01,representative,on,0.4352532412415686
14159,0.2,0.1,0.01,representative,in,0.4352532412415686
14159,0.2,0.1,0.01,representative,interpolate,0.4352532412415686
14159,0.2,0.2,0.001,random,on,0.503344323372061
14159,0.2,0.2,0.001,random,in,0.503344323372061
14159,0.2,0.2,0.001,random,interpolate,0.503344323372061
14159,0.2,0.2,0.001,fewest,on,0.5214070437245566
14159,0.2,0.2,0.001,fewest,in,0.5214070437245566
14159,0.2,0.2,0.001,fewest,interpolate,0.5214070437245566
14159,0.2,0.2,0.001,representative,on,0.4352532412415686
14159,0.2,0.2,0.001,representative,in,0.4352532412415686
14159,0.2,0.2,0.001,representative,interpolate,0.4352532412415686
14159,0.2,0.2,0.005,random,on,0.515503601956884
14159,0.2,0.2,0.005,random,in,0.515503601956884
14159,0.2,0.2,0.005,random,interpolate,0.515503601956884
14159,0.2,0.2,0.005,fewest,on,0.5214070437245566
14159,0.2,0.2,0.005,fewest,in,0.5214070437245566
14159,0.2,0.2,0.005,fewest,interpolate,0.5214070437245566
14159,0.2,0.2,0.005,representative,on,0.4352532412415686
14159,0.2,0.2,0.005,representative,in,0.4352532412415686
14159,0.2,0.2,0.005,representative,interpolate,0.4352532412415686
14159,0.2,0.2,0.01,random,on,0.5397540661152944
14159,0.2,0.2,0.01,random,in,0.5397540661152944
14159,0.2,0.2,0.01,random,interpolate,0.5397540661152944
14159,0.2,0.2,0.01,fewest,on,0.5214070437245566
14159,0.2,0.2,0.01,fewest,in,0.5214070437245566
14159,0.2,0.2,0.01,fewest,interpolate,0.5214070437245566
14159,0.2,0.2,0.01,representative,on,0.4352532412415686
14159,0.2,0.2,0.01,representative,in,0.4352532412415686
14159,0.2,0.2,0.01,representative,interpolate,0.4352532412415686
14159,0.2,0.3,0.001,random,on,0.5408237727172946
14159,0.2,0.3,0.001,random,in,0.5408237727172946
14159,0.2,0.3,0.001,random,interpolate,0.5408237727172946
14159,0.2,0.3,0.001,fewest,on,0.5214070437245566
14159,0.2,0.3,0.001,fewest,in,0.5214070437245566
14159,0.2,0.3,0.001,fewest,interpolate,0.5214070437245566
14159,0.2,0.3,0.001,representative,on,0.4352532412415686
14159,0.2,0.3,0.001,representative,in,0.4352532412415686
14159,0.2,0.3,0.001,representative,interpolate,0.4352532412415686
14159,0.2,0.3,0.005,random,on,0.5498496963081231
14159,0.2,0.3,0.005,random,in,0.5498496963081231
14159,0.2,0.3,0.005,random,interpolate,0.5498496963081231
14159,0.2,0.3,0.005,fewest,on,0.5214070437245566
14159,0.2,0.3,0.005,fewest,in,0.5214070437245566
14159,0.2,0.3,0.005,fewest,interpolate,0.5214070437245566
14159,0.2,0.3,0.005,representative,on,0.4352532412415686
14159,0.2,0.3,0.005,representative,in,0.4352532412415686
14159,0.2,0.3,0.005,representative,interpolate,0.4352532412415686
14159,0.2,0.3,0.01,random,on,0.5135815464884781
14159,0.2,0.3,0.01,random,in,0.5135815464884781
14159,0.2,0.3,0.01,random,interpolate,0.5135815464884781
14159,0.2,0.3,0.01,fewest,on,0.5214070437245566
14159,0.2,0.3,0.01,fewest,in,0.5214070437245566
14159,0.2,0.3,0.01,fewest,interpolate,0.5214070437245566
14159,0.2,0.3,0.01,representative,on,0.4352532412415686
14159,0.2,0.3,0.01,representative,in,0.4352532412415686
14159,0.2,0.3,0.01,representative,interpolate,0.4352532412415686
14159,0.3,0.1,0.001,random,on,0.5245148472507437
14159,0.3,0.1,0.001,random,in,0.5245148472507437
14159,0.3,0.1,0.001,random,interpolate,0.5245148472507437
14159,0.3,0.1,0.001,fewest,on,0.5214070437245566
14159,0.3,0.1,0.001,fewest,in,0.5214070437245566
14159,0.3,0.1,0.001,fewest,interpolate,0.5214070437245566
14159,0.3,0.1,0.001,representative,on,0.4352532412415686
14159,0.3,0.1,0.001,representative,in,0.4352532412415686
14159,0.3,0.1,0.001,representative,interpolate,0.4352532412415686
14159,0.3,0.1,0.005,random,on,0.5384372654488228
14159,0.3,0.1,0.005,random,in,0.5384372654488228
14159,0.3,0.1,0.005,random,interpolate,0.5384372654488228
