0.2,0.1,0.001,0.5161845230328954
0.2,0.1,0.001,0.5180750178574351
0.2,0.1,0.001,0.5222812313347701
0.2,0.1,0.005,0.4989547433482169
0.2,0.1,0.005,0.5004775950060618
0.2,0.1,0.005,0.5220382376756115
0.2,0.1,0.01,0.5149283304416926
0.2,0.1,0.01,0.5187807839935382
0.2,0.1,0.01,0.5194711291112027
0.2,0.2,0.001,0.5136318165907329
0.2,0.2,0.001,0.5127514067398342
0.2,0.2,0.001,0.5274314794482144
0.2,0.2,0.005,0.5004880850601302
0.2,0.2,0.005,0.5357932098113367
0.2,0.2,0.005,0.5125925021820988
0.2,0.2,0.01,0.4811824664543698
0.2,0.2,0.01,0.5099703168401812
0.2,0.2,0.01,0.521841099484604
0.2,0.3,0.001,0.5105378430988137
0.2,0.3,0.001,0.5108789713703604
0.2,0.3,0.001,0.520225068844187
0.2,0.3,0.005,0.4960849527838133
0.2,0.3,0.005,0.48477368027975437
0.2,0.3,0.005,0.5095953711541797
0.2,0.3,0.01,0.4965365425473135
0.2,0.3,0.01,0.5063760468353736
0.2,0.3,0.01,0.4905957118579623
0.3,0.1,0.001,0.5125836364847084
0.3,0.1,0.001,0.5061449296925262
0.3,0.1,0.001,0.5141622692181487
0.3,0.1,0.005,0.520668730463484
0.3,0.1,0.005,0.5362791114251356
0.3,0.1,0.005,0.5179073720161854
0.3,0.1,0.01,0.5196281855805497
0.3,0.1,0.01,0.5070025157628423
0.3,0.1,0.01,0.498139617364435
0.3,0.2,0.001,0.5259547729025248
0.3,0.2,0.001,0.537592203079673
0.3,0.2,0.001,0.5096869987567557
0.3,0.2,0.005,0.48675110236956465
0.3,0.2,0.005,0.5105200558546478
0.3,0.2,0.005,0.5288210474042104
0.3,0.2,0.01,0.5064265126823727
0.3,0.2,0.01,0.4869611296543051
0.3,0.2,0.01,0.5148015115804524
0.3,0.3,0.001,0.5218024193066885
0.3,0.3,0.001,0.5223678637575918
0.3,0.3,0.001,0.5259251687922692
0.3,0.3,0.005,0.5131025876789702
0.3,0.3,0.005,0.520931128537058
0.3,0.3,0.005,0.5095050089019065
0.3,0.3,0.01,0.5131704299903432
0.3,0.3,0.01,0.5025390788639148
0.3,0.3,0.01,0.4924410987825145
0.4,0.1,0.001,0.5101078976151907
0.4,0.1,0.001,0.5205583409347229
0.4,0.1,0.001,0.5148503345309559
0.4,0.1,0.005,0.5311368114192713
0.4,0.1,0.005,0.5133155361852875
0.4,0.1,0.005,0.5268803281959894
0.4,0.1,0.01,0.539402410247079
0.4,0.1,0.01,0.5236654058429164
0.4,0.1,0.01,0.5194667566537485
0.4,0.2,0.001,0.48259448137134053
0.4,0.2,0.001,0.5241561970855207
0.4,0.2,0.001,0.491169976767017
0.4,0.2,0.005,0.5252246379581468
0.4,0.2,0.005,0.5085709791247582
0.4,0.2,0.005,0.530956955162784
0.4,0.2,0.01,0.515877787604577
0.4,0.2,0.01,0.5108712601111002
0.4,0.2,0.01,0.5157683248047138
0.4,0.3,0.001,0.5246820830922843
0.4,0.3,0.001,0.5056416146595429
0.4,0.3,0.001,0.519396995354679
0.4,0.3,0.005,0.5291966821271439
0.4,0.3,0.005,0.511235138128985
0.4,0.3,0.005,0.49689441086168884
0.4,0.3,0.01,0.5089474231084335
0.4,0.3,0.01,0.5169071527529234
0.4,0.3,0.01,0.48405215714194316
