seed,strategy,model,accuracy,f1_score
5923,balanced_in,GradientBoostingClassifier,0.96,0.953758865248227
5923,balanced_in,DecisionTreeClassifier,0.92,0.92
5923,balanced_in,SVC,0.92,0.8816666666666667
5923,balanced_drop,GradientBoostingClassifier,0.96,0.953758865248227
5923,balanced_drop,DecisionTreeClassifier,0.8,0.8433604336043362
5923,balanced_drop,SVC,0.92,0.8816666666666667
5923,balanced_stretch,GradientBoostingClassifier,0.96,0.953758865248227
5923,balanced_stretch,DecisionTreeClassifier,0.92,0.92
5923,balanced_stretch,SVC,0.92,0.8816666666666667
781,base,GradientBoostingClassifier,0.875,0.8166666666666668
781,base,DecisionTreeClassifier,0.75,0.775
781,base,SVC,0.875,0.8166666666666668
781,balanced_on,GradientBoostingClassifier,0.875,0.8166666666666668
781,balanced_on,DecisionTreeClassifier,0.875,0.863953488372093
781,balanced_on,SVC,0.8333333333333334,0.7954545454545453
781,balanced_in,GradientBoostingClassifier,0.7916666666666666,0.7732558139534884
781,balanced_in,DecisionTreeClassifier,0.75,0.75
781,balanced_in,SVC,0.875,0.8166666666666668
781,balanced_drop,GradientBoostingClassifier,0.7916666666666666,0.7732558139534884
781,balanced_drop,DecisionTreeClassifier,0.9166666666666666,0.8977272727272726
781,balanced_drop,SVC,0.625,0.6848894348894349
781,balanced_stretch,GradientBoostingClassifier,0.75,0.75
781,balanced_stretch,DecisionTreeClassifier,0.7916666666666666,0.804006968641115
781,balanced_stretch,SVC,0.875,0.8166666666666668
6406,base,GradientBoostingClassifier,0.84,0.8076190476190476
6406,base,DecisionTreeClassifier,0.8,0.7739837398373984
6406,base,SVC,0.76,0.6563636363636364
6406,balanced_on,GradientBoostingClassifier,0.8,0.7401993355481729
6406,balanced_on,DecisionTreeClassifier,0.68,0.6560000000000001
6406,balanced_on,SVC,0.72,0.636279069767442
6406,balanced_in,GradientBoostingClassifier,0.8,0.7401993355481729
6406,balanced_in,DecisionTreeClassifier,0.8,0.7401993355481729
6406,balanced_in,SVC,0.76,0.6563636363636364
6406,balanced_drop,GradientBoostingClassifier,0.8,0.7401993355481729
6406,balanced_drop,DecisionTreeClassifier,0.76,0.7114285714285714
6406,balanced_drop,SVC,0.76,0.6563636363636364
6406,balanced_stretch,GradientBoostingClassifier,0.8,0.7401993355481729
6406,balanced_stretch,DecisionTreeClassifier,0.84,0.8280000000000001
6406,balanced_stretch,SVC,0.76,0.6563636363636364
2862,base,GradientBoostingClassifier,0.75,0.7999999999999999
2862,base,DecisionTreeClassifier,0.75,0.7999999999999999
2862,base,SVC,0.9166666666666666,0.8768115942028986
2862,balanced_on,GradientBoostingClassifier,0.875,0.886046511627907
2862,balanced_on,DecisionTreeClassifier,0.75,0.7999999999999999
2862,balanced_on,SVC,0.875,0.8555555555555555
2862,balanced_in,GradientBoostingClassifier,0.75,0.7857142857142857
2862,balanced_in,DecisionTreeClassifier,0.75,0.7857142857142857
2862,balanced_in,SVC,0.9166666666666666,0.8768115942028986
2862,balanced_drop,GradientBoostingClassifier,0.7916666666666666,0.8286875725900117
2862,balanced_drop,DecisionTreeClassifier,0.75,0.7999999999999999
2862,balanced_drop,SVC,0.4583333333333333,0.5666666666666668
2862,balanced_stretch,GradientBoostingClassifier,0.7916666666666666,0.810077519379845
2862,balanced_stretch,DecisionTreeClassifier,0.7916666666666666,0.8286875725900117
2862,balanced_stretch,SVC,0.9166666666666666,0.8768115942028986
899,base,GradientBoostingClassifier,0.88,0.8238297872340425
