seed, strategy, model, accuracy, f1_score
1415, Base, XGBoost, 0.9607843137254902, 0.9607843137254902
1415, random_on, XGBoost, 0.9607843137254902, 0.9607843137254902
1415, random_in, XGBoost, 0.9607843137254902, 0.9607843137254902
1415, proportional_on, XGBoost, 0.9803921568627451, 0.9607843137254902
1415, proportional_in, XGBoost, 0.9607843137254902, 0.9607843137254902
1415, fewest_on, XGBoost, 0.9803921568627451, 0.9607843137254902
1415, fewest_in, XGBoost, 0.9803921568627451, 0.9607843137254902
1415, representation_on, XGBoost, 0.9607843137254902, 0.9607843137254902
1415, representative_in, XGBoost, 0.9607843137254902, 0.9607843137254902
